Record_ID,Date,Time,Day,Is_Weekend,Location,Latitude,Longitude,Weather,Traffic_Volume,Average_Speed_kmph,Accident_Count,Congestion_Score,Congestion_Level,Risk_Score,Risk_Level
210,2025-04-26,17:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Rain,834,35.4,1,45.57,Moderate,43.38,Medium
211,2025-03-12,15:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,550,28.7,0,36.37,Moderate,30.41,Low
212,2025-03-14,05:00,Friday,No,Unkal Lake Road,15.373,75.1115,Clear,258,48.2,0,13.54,Low,11.24,Low
213,2025-03-01,23:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,295,49.6,0,13.97,Low,11.56,Low
214,2025-04-06,14:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,289,48.5,1,17.78,Low,20.32,Low
215,2025-02-04,19:00,Tuesday,No,Vidya Nagar,15.37,75.119,Clear,809,45.4,0,34.98,Low,28.86,Low
216,2025-01-09,10:00,Thursday,No,MG Road Junction,15.3647,75.1239,Rain,897,34.9,0,44.81,Moderate,37.16,Medium
217,2025-01-06,02:00,Monday,No,Keshwapur,15.3565,75.1325,Clear,316,41.6,0,19.81,Low,16.54,Low
218,2025-01-17,16:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,348,48.3,0,16.68,Low,13.82,Low
219,2025-02-01,22:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,537,38.5,1,33.0,Low,33.01,Low
220,2025-01-13,05:00,Monday,No,Airport Road,15.3705,75.096,Clear,365,43.5,0,20.35,Low,16.93,Low
221,2025-04-07,23:00,Monday,No,Airport Road,15.3705,75.096,Cloudy,429,45.6,0,21.29,Low,17.65,Low
222,2025-01-09,05:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,550,42.5,0,27.58,Low,22.88,Low
223,2025-03-22,10:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Clear,745,43.5,0,33.91,Low,28.03,Low
224,2025-04-27,15:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,303,53.9,0,11.51,Low,9.45,Low
225,2025-04-02,07:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,812,32.6,0,43.24,Moderate,35.93,Medium
226,2025-01-26,08:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Clear,1037,32.9,0,51.08,Moderate,42.34,Medium
227,2025-02-17,19:00,Monday,No,Keshwapur,15.3565,75.1325,Clear,766,39.1,0,37.46,Moderate,31.04,Low
228,2025-01-08,18:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Cloudy,1043,32.2,0,51.73,Moderate,42.89,Medium
229,2025-04-15,15:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Rain,734,32.9,1,43.59,Moderate,41.82,Medium
230,2025-03-16,18:00,Sunday,Yes,Airport Road,15.3705,75.096,Clear,638,42.6,0,30.66,Low,25.39,Low
231,2025-01-28,11:00,Tuesday,No,Vidya Nagar,15.37,75.119,Fog,270,39.0,0,19.82,Low,16.61,Low
232,2025-04-28,03:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,356,44.2,0,19.58,Low,16.29,Low
233,2025-03-23,11:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Clear,267,45.0,0,15.89,Low,13.25,Low
234,2025-04-13,02:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Fog,100,37.8,0,14.51,Low,12.3,Low
235,2025-02-27,01:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,504,46.9,0,23.14,Low,19.14,Low
236,2025-03-24,18:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Rain,1062,35.5,1,53.65,Moderate,49.98,Medium
237,2025-03-05,22:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,529,45.0,0,25.24,Low,20.9,Low
238,2025-01-07,02:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,583,35.6,0,33.15,Low,27.61,Low
239,2025-03-14,06:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,478,40.6,1,29.56,Low,30.15,Low
240,2025-03-18,19:00,Tuesday,No,Airport Road,15.3705,75.096,Cloudy,666,39.9,0,33.38,Low,27.68,Low
241,2025-01-21,08:00,Tuesday,No,Vidya Nagar,15.37,75.119,Cloudy,823,33.3,0,43.18,Moderate,35.87,Medium
242,2025-03-23,15:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Cloudy,286,44.5,1,20.22,Low,22.41,Low
243,2025-03-11,07:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,954,35.4,0,46.52,Moderate,38.55,Medium
244,2025-04-19,06:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,688,43.2,0,32.06,Low,26.53,Low
245,2025-04-10,09:00,Thursday,No,Airport Road,15.3705,75.096,Clear,571,38.4,0,30.94,Low,25.73,Low
246,2025-01-27,16:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,351,48.0,0,16.98,Low,14.07,Low
247,2025-03-17,02:00,Monday,No,Gokul Road,15.3652,75.1106,Rain,689,30.0,0,40.5,Moderate,33.76,Low
248,2025-04-16,00:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,326,40.4,0,20.93,Low,17.48,Low
249,2025-03-24,01:00,Monday,No,Old Bus Stand,15.3502,75.138,Rain,828,30.4,1,48.54,Moderate,45.93,Medium
250,2025-04-02,14:00,Wednesday,No,Keshwapur,15.3565,75.1325,Rain,658,34.4,0,36.59,Moderate,30.45,Low
251,2025-03-01,22:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,232,35.2,0,20.88,Low,17.57,Low
252,2025-03-10,02:00,Monday,No,Unkal Lake Road,15.373,75.1115,Cloudy,391,44.6,0,20.57,Low,17.09,Low
253,2025-01-11,22:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,285,51.0,1,16.05,Low,18.84,Low
254,2025-03-16,11:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,203,47.9,1,15.1,Low,18.13,Low
255,2025-04-02,07:00,Wednesday,No,Keshwapur,15.3565,75.1325,Clear,882,35.4,1,47.29,Moderate,44.78,Medium
256,2025-04-10,17:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,836,32.5,1,47.49,Moderate,45.02,Medium
257,2025-01-26,23:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,403,35.4,0,26.86,Low,22.46,Low
258,2025-02-12,08:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,969,28.5,1,54.78,Moderate,51.08,Medium
259,2025-02-06,16:00,Thursday,No,Gokul Road,15.3652,75.1106,Clear,579,39.8,0,30.34,Low,25.2,Low
260,2025-03-27,09:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,1010,43.0,0,43.68,Moderate,36.04,Medium
261,2025-02-25,07:00,Tuesday,No,Keshwapur,15.3565,75.1325,Cloudy,748,27.2,0,44.39,Moderate,37.01,Medium
262,2025-04-06,21:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Cloudy,650,42.1,0,31.41,Low,26.02,Low
263,2025-01-19,20:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,600,37.3,1,36.01,Moderate,35.51,Medium
264,2025-02-19,07:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,749,36.7,1,41.71,Moderate,40.19,Medium
265,2025-03-27,16:00,Thursday,No,MG Road Junction,15.3647,75.1239,Cloudy,433,38.5,0,25.95,Low,21.64,Low
266,2025-03-12,02:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,249,39.2,0,18.94,Low,15.89,Low
267,2025-04-04,23:00,Friday,No,MG Road Junction,15.3647,75.1239,Cloudy,511,41.7,0,26.7,Low,22.18,Low
268,2025-02-18,02:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Clear,403,43.7,0,21.57,Low,17.93,Low
269,2025-01-17,19:00,Friday,No,Airport Road,15.3705,75.096,Clear,681,41.6,0,32.83,Low,27.2,Low
270,2025-04-02,15:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,396,36.0,0,26.22,Low,21.93,Low
271,2025-03-29,13:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,346,46.9,0,17.5,Low,14.52,Low
272,2025-03-12,16:00,Wednesday,No,Gokul Road,15.3652,75.1106,Cloudy,604,43.5,0,28.88,Low,23.91,Low
273,2025-01-27,03:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,570,42.1,0,28.55,Low,23.68,Low
274,2025-01-25,10:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Cloudy,855,34.9,1,46.64,Moderate,44.26,Medium
275,2025-03-10,16:00,Monday,No,Airport Road,15.3705,75.096,Rain,285,40.4,0,19.46,Low,16.29,Low
276,2025-03-02,03:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,281,43.6,0,17.28,Low,14.42,Low
277,2025-03-02,05:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,377,46.8,0,18.67,Low,15.48,Low
278,2025-01-05,07:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,416,41.0,1,27.09,Low,28.12,Low
279,2025-01-11,13:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,194,45.8,0,12.78,Low,10.68,Low
280,2025-04-17,13:00,Thursday,No,Keshwapur,15.3565,75.1325,Cloudy,425,35.4,0,27.64,Low,23.1,Low
281,2025-03-04,08:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,968,36.3,0,46.45,Moderate,38.47,Medium
282,2025-01-05,02:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,405,39.6,0,24.25,Low,20.23,Low
283,2025-04-02,16:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,222,47.1,0,12.95,Low,10.79,Low
284,2025-03-20,12:00,Thursday,No,Vidya Nagar,15.37,75.119,Cloudy,351,46.5,0,17.94,Low,14.89,Low
285,2025-03-21,23:00,Friday,No,Vidya Nagar,15.37,75.119,Rain,543,33.3,0,33.19,Low,27.69,Low
286,2025-02-06,13:00,Thursday,No,Old Bus Stand,15.3502,75.138,Rain,607,35.0,0,34.39,Low,28.63,Low
287,2025-01-15,01:00,Wednesday,No,Airport Road,15.3705,75.096,Cloudy,381,43.6,0,20.85,Low,17.34,Low
288,2025-02-09,20:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Cloudy,831,38.4,0,40.22,Moderate,33.32,Low
289,2025-03-13,00:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,298,47.2,0,15.6,Low,12.96,Low
290,2025-01-07,16:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,382,45.5,0,19.68,Low,16.34,Low
291,2025-03-08,19:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,478,40.1,1,29.88,Low,30.42,Low
292,2025-04-29,16:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,340,49.9,0,15.38,Low,12.71,Low
293,2025-01-17,13:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,281,47.3,0,14.93,Low,12.41,Low
294,2025-02-24,04:00,Monday,No,Gokul Road,15.3652,75.1106,Fog,618,37.4,0,33.26,Low,27.65,Low
295,2025-02-03,23:00,Monday,No,Airport Road,15.3705,75.096,Clear,311,45.2,0,17.34,Low,14.43,Low
296,2025-03-05,15:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,677,40.6,1,36.66,Moderate,35.96,Medium
297,2025-03-21,23:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Clear,540,40.3,0,28.63,Low,23.79,Low
298,2025-02-28,23:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,362,41.4,0,21.57,Low,17.99,Low
299,2025-02-18,06:00,Tuesday,No,Keshwapur,15.3565,75.1325,Cloudy,483,45.5,0,23.28,Low,19.29,Low
300,2025-02-20,18:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,1214,32.9,0,57.39,Moderate,47.51,Medium
301,2025-01-17,16:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,396,42.2,0,22.28,Low,18.55,Low
302,2025-01-27,15:00,Monday,No,Keshwapur,15.3565,75.1325,Rain,580,31.2,1,39.18,Moderate,38.25,Medium
303,2025-04-24,23:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Clear,416,48.7,0,18.86,Low,15.58,Low
304,2025-01-20,03:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,498,41.8,0,26.17,Low,21.74,Low
305,2025-02-09,18:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Cloudy,811,32.3,0,43.39,Moderate,36.06,Medium
306,2025-01-20,13:00,Monday,No,Keshwapur,15.3565,75.1325,Rain,495,36.7,1,32.65,Low,32.77,Low
307,2025-02-13,13:00,Thursday,No,Gokul Road,15.3652,75.1106,Clear,325,42.9,0,19.3,Low,16.09,Low
308,2025-04-27,13:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,596,39.1,1,34.72,Low,34.41,Low
309,2025-03-12,13:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Rain,553,37.9,0,30.62,Low,25.48,Low
310,2025-03-28,21:00,Friday,No,Unkal Lake Road,15.373,75.1115,Clear,721,37.6,0,36.81,Moderate,30.55,Low
311,2025-04-05,21:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Fog,631,30.4,0,38.18,Moderate,31.84,Low
312,2025-01-24,10:00,Friday,No,Keshwapur,15.3565,75.1325,Cloudy,708,44.0,0,32.27,Low,26.67,Low
313,2025-04-14,13:00,Monday,No,Unkal Lake Road,15.373,75.1115,Cloudy,158,38.9,0,15.88,Low,13.4,Low
314,2025-03-16,23:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,566,40.2,0,29.62,Low,24.6,Low
315,2025-03-28,10:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,976,38.7,0,45.21,Moderate,37.39,Medium
316,2025-01-10,09:00,Friday,No,Keshwapur,15.3565,75.1325,Clear,894,38.6,0,42.34,Moderate,35.05,Medium
317,2025-02-03,05:00,Monday,No,Gokul Road,15.3652,75.1106,Clear,504,45.4,0,24.1,Low,19.95,Low
318,2025-04-08,03:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,869,44.5,1,41.03,Moderate,39.44,Medium
319,2025-02-09,23:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,487,48.3,0,21.65,Low,17.88,Low
320,2025-03-04,16:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Rain,466,32.2,0,31.14,Low,26.04,Low
321,2025-01-19,20:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Rain,669,27.6,0,41.31,Moderate,34.48,Low
322,2025-02-03,23:00,Monday,No,Unkal Lake Road,15.373,75.1115,Cloudy,481,42.9,0,24.87,Low,20.65,Low
323,2025-01-28,10:00,Tuesday,No,Hubballi Railway Station,15.3515,75.1387,Rain,1232,21.2,1,68.81,High,62.75,High
324,2025-01-23,18:00,Thursday,No,Gokul Road,15.3652,75.1106,Cloudy,1076,25.9,0,56.92,Moderate,47.29,Medium
325,2025-02-20,15:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,344,44.7,0,18.83,Low,15.66,Low
326,2025-01-01,16:00,Wednesday,No,Keshwapur,15.3565,75.1325,Clear,497,43.6,0,24.99,Low,20.73,Low
327,2025-02-21,19:00,Friday,No,Old Bus Stand,15.3502,75.138,Clear,924,42.5,0,40.93,Moderate,33.8,Low
328,2025-04-02,21:00,Wednesday,No,Keshwapur,15.3565,75.1325,Cloudy,1036,37.3,0,48.24,Moderate,39.91,Medium
329,2025-04-16,04:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,520,48.7,1,25.9,Low,26.95,Low
330,2025-02-14,13:00,Friday,No,MG Road Junction,15.3647,75.1239,Cloudy,436,43.6,1,26.15,Low,27.28,Low
331,2025-04-17,21:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,1097,28.8,0,55.83,Moderate,46.33,Medium
332,2025-03-31,10:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,1006,37.9,1,50.12,Moderate,47.04,Medium
333,2025-03-15,16:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Rain,568,40.8,0,29.31,Low,24.33,Low
334,2025-02-14,04:00,Friday,No,Keshwapur,15.3565,75.1325,Cloudy,280,45.8,1,19.18,Low,21.53,Low
335,2025-04-07,23:00,Monday,No,Vidya Nagar,15.37,75.119,Fog,432,40.0,0,24.96,Low,20.8,Low
336,2025-04-17,00:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Rain,417,36.9,0,26.4,Low,22.05,Low
337,2025-01-13,13:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Rain,683,36.1,0,36.4,Moderate,30.25,Low
338,2025-01-08,12:00,Wednesday,No,Vidya Nagar,15.37,75.119,Rain,697,33.0,1,42.21,Moderate,40.69,Medium
339,2025-01-26,06:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Rain,439,46.7,1,24.28,Low,25.68,Low
340,2025-01-30,03:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,250,48.0,1,16.71,Low,19.45,Low
341,2025-02-11,08:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,736,33.7,1,43.16,Moderate,41.44,Medium
342,2025-02-17,11:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,552,48.1,0,24.09,Low,19.88,Low
343,2025-01-08,22:00,Wednesday,No,Gokul Road,15.3652,75.1106,Cloudy,753,35.0,1,42.94,Moderate,41.23,Medium
344,2025-04-06,20:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,890,36.2,1,47.06,Moderate,44.58,Medium
345,2025-02-10,20:00,Monday,No,Old Bus Stand,15.3502,75.138,Clear,944,37.3,0,44.96,Moderate,37.22,Medium
346,2025-03-25,14:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Fog,633,33.8,0,36.08,Moderate,30.05,Low
347,2025-02-19,08:00,Wednesday,No,Vidya Nagar,15.37,75.119,Rain,915,32.7,1,50.18,Moderate,47.22,Medium
348,2025-01-06,07:00,Monday,No,Unkal Lake Road,15.373,75.1115,Rain,867,26.9,2,55.49,Moderate,57.31,Medium
349,2025-03-28,01:00,Friday,No,MG Road Junction,15.3647,75.1239,Clear,379,44.9,1,23.29,Low,24.91,Low
350,2025-03-17,16:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,356,47.7,1,20.68,Low,22.71,Low
351,2025-03-15,06:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,291,48.4,1,17.92,Low,20.43,Low
352,2025-04-19,21:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,652,34.1,1,39.9,Moderate,38.77,Medium
353,2025-01-24,17:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,786,34.9,1,44.18,Moderate,42.25,Medium
354,2025-02-26,02:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,439,38.0,0,26.49,Low,22.09,Low
355,2025-03-20,23:00,Thursday,No,MG Road Junction,15.3647,75.1239,Rain,499,37.7,0,28.82,Low,24.01,Low
356,2025-04-24,21:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,599,33.8,0,34.87,Low,29.06,Low
357,2025-01-27,01:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,488,37.0,0,28.87,Low,24.07,Low
358,2025-03-12,06:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,573,37.7,1,34.79,Low,34.5,Low
359,2025-01-07,10:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,840,29.6,0,46.14,Moderate,38.38,Medium
360,2025-04-16,17:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,641,39.3,0,32.87,Low,27.28,Low
361,2025-02-28,17:00,Friday,No,Keshwapur,15.3565,75.1325,Rain,939,22.1,0,54.45,Moderate,45.37,Medium
362,2025-02-02,16:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,274,46.3,0,15.32,Low,12.75,Low
363,2025-01-11,05:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Clear,541,39.2,0,29.36,Low,24.42,Low
364,2025-03-04,12:00,Tuesday,No,Vidya Nagar,15.37,75.119,Clear,387,40.3,0,23.17,Low,19.32,Low
365,2025-03-13,01:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Clear,385,41.0,0,22.65,Low,18.88,Low
366,2025-04-27,22:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Cloudy,304,43.7,0,18.04,Low,15.04,Low
367,2025-01-23,09:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Cloudy,726,40.7,0,35.01,Moderate,29.0,Low
368,2025-03-20,18:00,Thursday,No,Vidya Nagar,15.37,75.119,Cloudy,693,44.0,0,31.73,Low,26.24,Low
369,2025-03-18,17:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,578,44.3,0,27.44,Low,22.72,Low
370,2025-02-08,08:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Cloudy,553,49.6,0,23.17,Low,19.09,Low
371,2025-04-13,07:00,Sunday,Yes,Airport Road,15.3705,75.096,Cloudy,768,40.5,0,36.64,Moderate,30.34,Low
372,2025-01-22,20:00,Wednesday,No,Vidya Nagar,15.37,75.119,Rain,1076,29.2,0,54.82,Moderate,45.49,Medium
373,2025-03-05,17:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,716,36.6,1,40.6,Moderate,39.28,Medium
374,2025-01-02,11:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,642,37.7,0,33.92,Low,28.18,Low
375,2025-01-29,12:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,414,44.6,0,21.39,Low,17.76,Low
376,2025-01-01,19:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Cloudy,1177,28.3,0,59.0,Moderate,48.93,Medium
377,2025-04-09,16:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,497,42.3,0,25.82,Low,21.44,Low
378,2025-04-17,15:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,299,43.9,0,17.74,Low,14.79,Low
379,2025-01-17,15:00,Friday,No,Airport Road,15.3705,75.096,Clear,404,39.7,0,24.16,Low,20.14,Low
380,2025-04-23,13:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Rain,635,30.3,0,38.38,Moderate,32.02,Low
381,2025-02-10,11:00,Monday,No,MG Road Junction,15.3647,75.1239,Clear,577,50.4,0,23.52,Low,19.36,Low
382,2025-03-21,10:00,Friday,No,Keshwapur,15.3565,75.1325,Rain,1048,23.4,0,57.51,Moderate,47.84,Medium
383,2025-04-15,22:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,391,42.5,0,21.91,Low,18.24,Low
384,2025-02-18,14:00,Tuesday,No,Vidya Nagar,15.37,75.119,Rain,619,39.6,0,31.89,Low,26.48,Low
385,2025-02-16,11:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Rain,910,33.0,1,49.81,Moderate,46.91,Medium
386,2025-02-04,17:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,1112,31.3,0,54.77,Moderate,45.4,Medium
387,2025-03-17,23:00,Monday,No,Vidya Nagar,15.37,75.119,Rain,551,30.9,0,35.0,Moderate,29.24,Low
388,2025-04-26,14:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Clear,335,44.1,0,18.89,Low,15.73,Low
389,2025-03-24,14:00,Monday,No,Gokul Road,15.3652,75.1106,Rain,565,24.9,1,42.65,Moderate,41.25,Medium
390,2025-02-05,13:00,Wednesday,No,Vidya Nagar,15.37,75.119,Cloudy,258,45.2,0,15.44,Low,12.88,Low
391,2025-01-03,02:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Clear,590,40.3,0,30.41,Low,25.25,Low
392,2025-01-24,22:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,350,47.6,0,17.2,Low,14.26,Low
393,2025-02-17,20:00,Monday,No,Gokul Road,15.3652,75.1106,Fog,947,22.8,0,54.29,Moderate,45.22,Medium
394,2025-04-02,13:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,618,38.5,0,32.56,Low,27.05,Low
395,2025-04-09,09:00,Wednesday,No,Keshwapur,15.3565,75.1325,Cloudy,869,38.2,0,41.71,Moderate,34.54,Low
396,2025-04-20,01:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Cloudy,258,45.4,0,15.32,Low,12.77,Low
397,2025-04-09,00:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Rain,444,31.7,0,30.67,Low,25.67,Low
398,2025-03-13,11:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,698,36.1,0,36.94,Moderate,30.69,Low
399,2025-01-29,09:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,831,42.5,0,37.61,Moderate,31.08,Low
400,2025-02-04,21:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,655,40.3,0,32.73,Low,27.15,Low
401,2025-02-14,21:00,Friday,No,Unkal Lake Road,15.373,75.1115,Cloudy,588,33.5,0,34.67,Low,28.9,Low
402,2025-04-14,19:00,Monday,No,Airport Road,15.3705,75.096,Clear,711,42.1,1,36.92,Moderate,36.13,Medium
403,2025-04-21,20:00,Monday,No,Airport Road,15.3705,75.096,Rain,800,25.9,0,47.07,Moderate,39.23,Medium
404,2025-04-07,07:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1016,33.2,2,56.8,Moderate,58.23,Medium
405,2025-03-08,11:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Cloudy,214,47.4,0,12.47,Low,10.39,Low
406,2025-01-01,04:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,589,45.0,0,27.39,Low,22.65,Low
407,2025-02-16,22:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,117,37.1,0,15.57,Low,13.18,Low
408,2025-02-20,19:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,844,39.6,1,43.26,Moderate,41.38,Medium
409,2025-02-02,05:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Clear,395,46.2,0,19.7,Low,16.33,Low
410,2025-02-06,12:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,343,41.2,0,21.02,Low,17.54,Low
411,2025-02-11,07:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Rain,1114,28.5,0,56.62,Moderate,46.99,Medium
412,2025-01-02,22:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,414,30.3,0,30.49,Low,25.56,Low
413,2025-04-23,15:00,Wednesday,No,Keshwapur,15.3565,75.1325,Fog,622,20.7,0,44.03,Moderate,36.87,Medium
414,2025-01-12,04:00,Sunday,Yes,Hubballi Railway Station,15.3515,75.1387,Rain,484,41.0,0,26.18,Low,21.77,Low
415,2025-01-16,09:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,852,34.5,0,43.45,Moderate,36.06,Medium
416,2025-01-27,11:00,Monday,No,Vidya Nagar,15.37,75.119,Rain,591,33.7,1,37.98,Moderate,37.21,Medium
417,2025-02-17,01:00,Monday,No,Old Bus Stand,15.3502,75.138,Cloudy,447,43.0,1,26.92,Low,27.93,Low
418,2025-03-12,13:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,664,37.7,0,34.71,Low,28.83,Low
419,2025-03-12,02:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,305,42.1,0,19.09,Low,15.94,Low
420,2025-01-28,08:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,907,37.5,1,46.84,Moderate,44.36,Medium
